project,conditions,date,obs,time_off_ms,time_on_ms,displacement_nm,force,analyzer,index,hmm_state,num_windows,length_hz,start,stop,cp_found_start,cp_found_stop,is_positive,keep,cp_displacements,trap_stiffness,myo_stiffness,front_signal_ratio,back_signal_ratio,cp_time_on_dp,cp_time_on_ms,hm_event_start,hm_event_stop,cp_event_start_dp,cp_event_stop_dp,conversion,peak_nm_index
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-03-13,obs-01,630,146.4,13.5753893287294,0.596111495432087,hm-model/cp,36,2,8,600,78803,79534,TRUE,TRUE,TRUE,TRUE,13.5753893287294,0.0364672962475458,0.112652400090605,0.563530030213362,3.75432203535429,732,146.4,1052,1059,78803,79534,75,15.795
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-03-13,obs-01,825,73,21.2157577405443,0.87407075827814,hm-model/cp,37,2,3,225,83520,83884,TRUE,TRUE,TRUE,TRUE,21.2157577405443,0.0507313646799742,0.132109717771084,2.35936542138986,1.55190384519653,365,73,1115,1117,83520,83884,75,16.725
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-03-13,obs-01,105,964.4,-3.20403330262657,-0.259108437365016,hm-model/cp,38,2,65,4875,84280,89101,TRUE,TRUE,FALSE,TRUE,-3.20403330262657,0.0485033795066074,0.115484111322943,3.07841261419869,0.892743036090553,4822,964.4,1125,1189,84280,89101,75,17.145
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-03-13,obs-01,150,188.6,7.5859687363818,0.359517027623919,hm-model/cp,39,2,10,750,89867,90809,TRUE,TRUE,TRUE,TRUE,7.5859687363818,0.0559238133984988,0.113773813735421,1.695934903197,3.67351227353011,943,188.6,1200,1209,89867,90809,75,18.12
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-03-13,obs-01,120,291.4,10.4052100585166,0.511472837345108,hm-model/cp,40,2,18,1350,91283,92739,TRUE,TRUE,TRUE,TRUE,10.4052100585166,0.0567065015397833,0.122252416476564,0.725984917271093,1.01195067678061,1457,291.4,1218,1235,91283,92739,75,18.42
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-03-13,obs-01,510,134.8,7.30725213762798,0.32681481928439,hm-model/cp,41,2,7,525,95144,95817,TRUE,TRUE,TRUE,TRUE,7.30725213762798,0.0477869609659514,0.112549593304025,1.53040799619627,4.16727220989057,674,134.8,1270,1276,95144,95817,75,19.08
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-03-13,obs-01,255,168.6,-1.790700641199,-0.115375654182154,hm-model/cp,42,2,11,825,97007,97849,TRUE,TRUE,FALSE,TRUE,-1.790700641199,0.0548811077326745,0.173545903065677,1.84503688198834,3.05655720263769,843,168.6,1294,1304,97007,97849,75,19.485
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-03-13,obs-02,NA,33.2,22.1256964208853,0.883725226950356,hm-model/cp,1,2,1,75,28199,28364,TRUE,TRUE,TRUE,TRUE,22.1256964208853,0.0314709601773532,0.0904889464576055,0.701352975081383,3.90903942531961,166,33.2,377,377,28199,28364,75,5.64
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-03-13,obs-02,5745,2604.2,16.7667142926951,0.925933262315056,hm-model/cp,2,2,172,12900,56960,69980,TRUE,TRUE,TRUE,TRUE,16.7667142926951,0.0318151932606699,0.108305767292674,1.6794136385653,1.26861238043816,13021,2604.2,761,932,56960,69980,75,11.475
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-26,obs-02,NA,98.6,-24.7163812668281,-1.08564414457831,hm-model/cp,1,2,7,525,18718,19210,TRUE,TRUE,FALSE,TRUE,-24.7163812668281,0.0313589998053479,0.0305841513163149,2.53675357281242,0.713799382206349,493,98.6,250,256,18718,19210,75,3.795
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-26,obs-02,2640,49.2,10.7603323283859,0.447402272727273,hm-model/cp,2,2,3,225,32402,32647,TRUE,TRUE,TRUE,TRUE,10.7603323283859,0.0318772026180917,0.0776143349823626,0.420741635896581,2.12840011254411,246,49.2,433,435,32402,32647,75,6.495
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-26,obs-02,1125,320.8,29.0993791608751,1.36780682666667,hm-model/cp,3,2,23,1725,38319,39922,TRUE,TRUE,TRUE,TRUE,29.0993791608751,0.0308933400633647,0.0879779889780149,3.1497177028485,5.30489250381883,1604,320.8,511,533,38319,39922,75,7.815
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,NA,114,18.0074147435897,0.799001666666667,hm-model/cp,1,2,9,675,1871,2440,TRUE,TRUE,TRUE,TRUE,18.0074147435897,0.0372328805424332,0.0628009697909123,2.63232853973001,2.29772102409855,570,114,25,33,1871,2440,75,0.45
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,5550,126.6,20.8931253525567,0.892845686486487,hm-model/cp,2,2,10,750,30318,30950,TRUE,TRUE,TRUE,TRUE,20.8931253525567,0.040432061722796,0.0530007464754134,0.92497926729776,1.90602772723384,633,126.6,404,413,30318,30950,75,6.12
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,4020,76,6.1417631614654,0.372255253731343,hm-model/cp,3,2,4,300,51045,51424,TRUE,TRUE,TRUE,TRUE,6.1417631614654,0.0394879634281132,0.0725805966266663,1.86451025808452,1.20299395220039,380,76,682,685,51045,51424,75,10.245
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,195,175.6,17.3274218506132,0.785675076923077,hm-model/cp,4,2,13,975,52412,53289,TRUE,TRUE,TRUE,TRUE,17.3274218506132,0.0444031280903713,0.0643910311096014,3.41597603341603,3.40946878356067,878,175.6,699,711,52412,53289,75,10.515
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,2085,176,-7.41971172748548,-0.506204661870504,hm-model/cp,5,2,12,900,63792,64671,TRUE,TRUE,FALSE,TRUE,-7.41971172748548,0.0404409277203916,0.0783690630495227,4.36782227000437,1.49229256476393,880,176,851,862,63792,64671,75,12.9
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,570,80.2,8.92821574448943,0.442213894736842,hm-model/cp,6,2,5,375,67560,67960,TRUE,TRUE,TRUE,TRUE,8.92821574448943,0.0437480920162968,0.0502983054989029,0.642346928918474,1.27098337219186,401,80.2,901,905,67560,67960,75,13.515
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,1665,47.4,5.69877675001205,0.299335711711712,hm-model/cp,7,2,2,150,76145,76381,TRUE,TRUE,TRUE,TRUE,5.69877675001205,0.0418003268446001,0.0851466638336287,1.33199595281351,1.42797857287495,237,47.4,1017,1018,76145,76381,75,15.24
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,1800,191.8,5.34434074257426,0.414191266666667,hm-model/cp,8,2,11,825,85316,86274,TRUE,TRUE,TRUE,TRUE,5.34434074257426,0.0381303286530505,0.0669256264138784,1.32215943852504,0.601654163779947,959,191.8,1139,1149,85316,86274,75,17.1
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,1170,72,-5.9859717948718,-0.306526871794872,hm-model/cp,9,2,6,450,92138,92497,TRUE,TRUE,FALSE,TRUE,-5.9859717948718,0.0389849596409251,0.0923064496012694,1.67701501221247,0.776519120195438,360,72,1228,1233,92138,92497,75,18.465
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,2910,160,23.0316086597938,1.15142754639175,hm-model/cp,10,2,11,825,107038,107837,TRUE,TRUE,TRUE,TRUE,23.0316086597938,0.0422757773251708,0.0612162348579735,0.494319690789915,0.986398420529493,800,160,1428,1438,107038,107837,75,21.48
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,135,100.6,4.24743002207506,0.293405333333333,hm-model/cp,11,2,8,600,108588,109090,TRUE,TRUE,TRUE,TRUE,4.24743002207506,0.0452463412939719,0.0565386665832051,0.511364252617993,1.8754862967188,503,100.6,1448,1455,108588,109090,75,21.72
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,1170,258.2,5.6500451434947,0.451330153846154,hm-model/cp,12,2,15,1125,115032,116322,TRUE,TRUE,TRUE,TRUE,5.6500451434947,0.0447441029926119,0.0697130048330595,5.46299940403296,1.84734263371645,1291,258.2,1534,1548,115032,116322,75,23.01
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,45,167.2,18.5306183206107,0.941256,hm-model/cp,13,2,12,900,116378,117213,TRUE,TRUE,TRUE,TRUE,18.5306183206107,0.0750234635466369,0.0446974508560381,1.20911664115145,0.617821854635077,836,167.2,1552,1563,116378,117213,75,23.295
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,270,2.4,11.7361277777778,0.303407111111111,hm-model/cp,14,2,2,150,118670,118681,TRUE,TRUE,TRUE,TRUE,11.7361277777778,0.0366652548963962,0.049937082755664,0.699692215023885,1.12198605535557,12,2.4,1582,1583,118670,118681,75,23.715
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,600,163.6,14.502220625,0.760593200000001,hm-model/cp,15,2,11,825,121726,122543,TRUE,TRUE,TRUE,TRUE,14.502220625,0.0394301964363424,0.0587929662437023,1.0833570548449,0.781443127254003,818,163.6,1624,1634,121726,122543,75,24.375
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,720,87,-7.51498896103896,-0.342542,hm-model/cp,16,2,6,450,126249,126683,TRUE,TRUE,FALSE,TRUE,-7.51498896103896,0.0422674134639175,0.0992952503650389,0.894419621051051,1.05782161945352,435,87,1683,1688,126249,126683,75,25.275
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,90,74,8.34131041666667,0.385910666666667,hm-model/cp,17,2,6,450,127113,127482,TRUE,TRUE,TRUE,TRUE,8.34131041666667,0.0554772515437014,0.0707116589812617,2.20900528196701,3.17907123903171,370,74,1695,1700,127113,127482,75,25.485
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,3660,187.8,27.5947430645964,1.24923163934426,hm-model/cp,18,2,14,1050,145859,146797,TRUE,TRUE,TRUE,TRUE,27.5947430645964,0.0415673165977145,0.0588916662472322,0.43847914734599,0.967404287318558,939,187.8,1945,1958,145859,146797,75,29.28
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,300,49.6,12.937746969697,0.49493,hm-model/cp,19,2,4,300,148421,148668,TRUE,TRUE,TRUE,TRUE,12.937746969697,0.0406588505301899,0.0734120476553687,1.05496784667244,1.29786277417952,248,49.6,1979,1982,148421,148668,75,29.7
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,1245,117.2,-5.20594512677576,-0.27165156626506,hm-model/cp,20,2,6,450,154852,155437,TRUE,TRUE,FALSE,TRUE,-5.20594512677576,0.0431695028297181,0.0857320159727789,0.970433087102947,2.30690151284549,586,117.2,2066,2071,154852,155437,75,31.02
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,135,39.8,19.0916196868009,0.707330666666667,hm-model/cp,21,2,4,300,156087,156285,TRUE,TRUE,TRUE,TRUE,19.0916196868009,0.0386149631796611,0.0418180258211826,1.09933338355254,1.88124948962218,199,39.8,2081,2084,156087,156285,75,31.23
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,195,252.2,-7.71946089055453,-0.388046769230769,hm-model/cp,22,2,16,1200,157280,158540,TRUE,TRUE,FALSE,TRUE,-7.71946089055453,0.0451363251769915,0.0822130255823246,1.39903887653677,1.73324607641471,1261,252.2,2098,2113,157280,158540,75,31.545
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,420,224.4,12.4923221748401,0.820666857142857,hm-model/cp,23,2,14,1050,160478,161599,TRUE,TRUE,TRUE,TRUE,12.4923221748401,0.0414444079704361,0.0367080529895836,1.20760349376216,1.86903775104069,1122,224.4,2142,2155,160478,161599,75,32.22
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,945,39.2,6.57196173081105,0.338236825396825,hm-model/cp,24,2,3,225,166350,166545,TRUE,TRUE,TRUE,TRUE,6.57196173081105,0.0413252498533846,0.0279816723857124,1.01064150752918,6.81083770110144,196,39.2,2219,2221,166350,166545,75,33.285
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,375,97.4,8.46343729061785,0.47868032,hm-model/cp,25,2,7,525,168482,168968,TRUE,TRUE,TRUE,TRUE,8.46343729061785,0.0404211441906713,0.0598999711729337,1.04901267777891,0.247448903917893,487,97.4,2247,2253,168482,168968,75,33.705
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,1275,93.2,16.1565494230769,0.9388544,hm-model/cp,26,2,6,450,175306,175771,TRUE,TRUE,TRUE,TRUE,16.1565494230769,0.04312227601405,0.027525505892352,0.592200349116747,1.83064199890513,466,93.2,2339,2344,175306,175771,75,35.115
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,255,56.8,-7.3489568627451,-0.363392941176471,hm-model/cp,27,2,4,300,177157,177440,TRUE,TRUE,FALSE,TRUE,-7.3489568627451,0.0523555012986847,0.0976223917604693,1.78956914854264,6.63030313262097,284,56.8,2362,2365,177157,177440,75,35.43
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,2670,52.4,7.589885499258,0.306640853932584,hm-model/cp,28,2,4,300,190792,191053,TRUE,TRUE,TRUE,TRUE,7.589885499258,0.0415544387491327,0.0754524093326002,1.21207926594862,1.34108519044171,262,52.4,2544,2547,190792,191053,75,38.16
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,645,181.8,11.7895405799063,1.0574256744186,hm-model/cp,29,2,12,900,194209,195117,TRUE,TRUE,TRUE,TRUE,11.7895405799063,0.0391392705837344,0.0192742560602129,0.381988518917291,3.60118985227556,909,181.8,2591,2602,194209,195117,75,38.88
project_myoV-phosphate,myoV-S217A_pH-7.0_0mM-Pi,2020-06-27,obs-05,135,64.2,9.21764993849939,0.515357333333334,hm-model/cp,30,2,3,225,195746,196066,TRUE,TRUE,TRUE,TRUE,9.21764993849939,0.0371649534454588,0.0465328589265365,1.27015565726019,2.99722611139841,321,64.2,2612,2614,195746,196066,75,39.18
